yy1,y1,WEIGHT,hhsex,age,agecl,educ,edcl,race,lf,married,kids,INCOME,inccat,NETWORTH,nwcat,housecl,mrthel,rent,turndown,turnfear,late,checking,saving,fin,debt,SURVEY_YEAR,SOURCE,IS_OWNER,IS_RENTER,CREDIT_EXCLUDED,EDU_TIER,Rp
5335,53351,5568.024462813985,1,48,3,8,2,1,1,1,1,167595.14451655268,5,1710756.338013245,5,1,67233.90728476821,,0,0,0,1738.8079470198675,11592.05298013245,1179492.5499337749,157883.76158940396,2019,SCF,1,0,0.0,3,
5336,53361,1637.5061026995506,1,30,1,9,3,1,1,1,1,136908.7096050712,4,3643382.2516556294,5,2,0.0,2898.0132450331125,1,1,1,144900.66225165562,0.0,165766.35761589403,0.0,2019,SCF,0,1,1.0,4,0.25400983648675934
5337,53371,5641.161076671308,1,40,2,12,4,2,1,1,2,127466.72963230769,4,68393.11258278145,2,1,257343.57615894038,,0,0,0,12751.258278145695,18547.28476821192,32689.58940397351,281339.12582781457,2019,SCF,1,0,0.0,5,
5338,53381,10711.648898758767,1,29,1,12,4,3,1,1,1,46029.652367222225,2,41093.82781456954,2,1,135627.01986754968,,0,0,0,1367.862251655629,892.5880794701986,5042.543046357616,183270.35761589403,2019,SCF,1,0,0.0,5,
5339,53391,7420.728788178247,1,33,1,8,2,3,1,1,2,68454.3548025356,3,57148.82119205298,2,2,0.0,1738.8079470198675,0,0,0,1159.205298013245,5796.026490066225,38253.774834437085,0.0,2019,SCF,0,1,0.0,3,0.3048118037841112
5340,53401,4990.817995686905,1,29,1,12,4,1,1,2,0,87338.31474806268,4,230102.25165562914,3,2,0.0,1622.887417218543,0,0,0,1159.205298013245,0.0,230102.25165562914,0.0,2019,SCF,0,1,0.0,5,0.2229794456510795
5341,53411,5900.110681172276,1,42,2,8,2,3,1,1,2,108582.76968678062,4,105870.21986754966,2,2,0.0,1275.1258278145694,1,1,0,231.841059602649,0.0,92968.26490066225,3095.078145695364,2019,SCF,0,1,1.0,3,0.14092023972048037
5342,53421,29.160288494455774,1,54,3,14,4,1,1,1,2,4756397.411279629,6,18781444.238410596,5,1,2086569.536423841,,0,0,0,231841.059602649,695523.178807947,9969165.562913908,2086569.536423841,2019,SCF,1,0,0.0,5,
5343,53431,7113.155080818197,1,63,4,8,2,1,0,1,0,25965.444925099713,1,140333.39337748344,2,1,66074.70198675497,,0,0,0,208.6569536423841,185.4728476821192,1321.4940397350992,66074.70198675497,2019,SCF,1,0,0.0,3,
5344,53441,4331.777864745767,2,39,2,8,2,2,1,2,1,24785.197428504274,1,428.90596026490067,1,2,0.0,1043.2847682119204,0,1,0,139.1046357615894,0.0,428.90596026490067,0.0,2019,SCF,0,1,1.0,3,0.5051167034136698
5345,53451,6932.128877601563,1,87,6,12,4,1,1,2,0,29506.187414886037,1,25502.51655629139,2,1,34776.15894039735,,0,0,0,347.7615894039735,0.0,37210.49006622517,66074.70198675497,2019,SCF,1,0,0.0,5,
5346,53461,6958.28867092475,1,45,3,8,2,3,1,2,0,53111.137346794865,3,344133.27682119206,3,1,91577.21854304636,,1,1,0,394.1298013245033,34.77615894039735,428.90596026490067,168664.37086092716,2019,SCF,1,0,1.0,3,
5347,53471,3694.9985459478908,1,62,4,8,2,1,0,2,0,24785.197428504274,1,16750.51655629139,2,2,0.0,498.4582781456954,0,0,0,1854.728476821192,0.0,1854.728476821192,173.88079470198676,2019,SCF,0,1,0.0,3,0.24133353607542002
5348,53481,476.32270970349737,1,78,6,12,4,1,1,1,0,310641.1411039203,6,7717872.953642384,5,1,0.0,,0,0,0,15069.668874172185,12867.17880794702,2644263.205298013,0.0,2019,SCF,1,0,0.0,5,
5349,53491,3488.760269444403,1,63,4,12,4,1,0,1,1,106222.27469358973,4,151508.13245033112,3,2,0.0,1854.728476821192,0,0,0,29559.735099337748,15649.271523178808,122875.76158940398,11592.05298013245,2019,SCF,0,1,0.0,5,0.2095298917864112
5350,53501,7820.844937513417,1,19,1,9,3,3,1,2,0,24785.197428504274,1,14397.329801324504,2,2,0.0,591.1947019867549,0,1,0,486.8662251655629,0.0,486.8662251655629,0.0,2019,SCF,0,1,1.0,4,0.28623279860107953
5351,53511,4914.284860903579,1,63,4,8,2,3,0,2,2,86158.06725146723,4,406301.45695364237,3,1,143741.4569536424,,0,0,0,9273.64238410596,8114.437086092716,191268.87417218543,202860.9271523179,2019,SCF,1,0,0.0,3,
5352,53521,2148.424801304295,1,73,5,14,4,1,1,1,0,1153691.9279220442,6,17343797.827814568,5,1,0.0,,0,0,0,106067.28476821192,69552.3178807947,14775810.331125828,0.0,2019,SCF,1,0,0.0,5,
5353,53531,6398.491149181838,1,79,6,13,4,1,0,1,0,208549.73264841453,5,2675445.8278145697,5,1,0.0,,0,0,0,18547.28476821192,0.0,1370180.6622516557,19706.490066225164,2019,SCF,1,0,0.0,5,
5354,53541,5645.453065106536,2,33,1,12,4,3,1,2,2,22424.70243531339,1,-22140.82119205298,1,2,0.0,1506.9668874172185,1,1,1,2318.41059602649,115.9205298013245,2666.1721854304637,46831.894039735096,2019,SCF,0,1,1.0,5,0.8064143861516484
5355,53551,3263.6254477965567,1,46,3,12,4,1,1,1,2,284439.64667950146,6,1361486.6225165562,4,1,556418.5430463576,,0,0,0,61437.88079470199,191384.79470198674,959242.3841059603,556418.5430463576,2019,SCF,1,0,0.0,5,
5356,53561,1919.6096550772322,2,27,1,13,4,1,1,2,0,37767.91989105413,2,3245.774834437086,1,2,0.0,985.3245033112582,1,1,0,3477.615894039735,0.0,3477.615894039735,231.841059602649,2019,SCF,0,1,1.0,5,0.3130671234699308
5357,53571,7866.5874520993075,2,72,5,14,4,1,0,2,0,51930.889850199426,2,185820.60927152316,3,1,286323.7086092715,,0,0,0,3477.615894039735,115.9205298013245,20402.01324503311,286323.7086092715,2019,SCF,1,0,0.0,5,
5358,53581,8646.074330786045,1,42,2,8,2,2,1,2,0,62553.1173195584,3,467808.89006622514,3,1,0.0,,0,0,0,1275.1258278145694,4057.218543046358,5332.3443708609275,46.3682119205298,2019,SCF,1,0,0.0,3,
5359,53591,7725.691365658187,1,69,5,13,4,1,1,2,0,35407.424897863246,2,316277.5735099338,3,1,0.0,,0,0,1,0.0,4289.059602649007,18779.12582781457,0.0,2019,SCF,1,0,0.0,5,
5360,53601,7787.990637061959,1,64,4,8,2,1,1,1,0,76716.08727870371,3,560893.0754966887,4,1,17388.079470198674,,0,0,0,0.0,579.6026490066225,201933.56291390728,17782.209271523177,2019,SCF,1,0,0.0,3,
5361,53611,9004.56228060116,1,24,1,12,4,1,1,1,0,18883.959945527065,1,20633.854304635763,2,2,0.0,3361.6953642384105,0,0,0,13562.701986754966,7071.152317880795,20633.854304635763,0.0,2019,SCF,0,1,0.0,5,0.8708778584434914
5362,53621,5371.60864294708,1,36,2,8,2,1,1,1,2,102681.5322038034,4,12055.735099337748,1,1,107806.09271523179,,0,0,0,5448.264900662251,4636.82119205298,10664.688741721855,179097.21854304636,2019,SCF,1,0,0.0,3,
5363,53631,321.8882659594231,1,84,6,14,4,1,0,1,0,835095.9186910706,6,25834397.03311258,5,1,0.0,,0,0,0,28980.132450331126,7418.913907284768,24315954.013245035,0.0,2019,SCF,1,0,0.0,5,
5364,53641,2322.878702531436,1,55,4,12,4,1,1,1,1,328108.8040535328,6,4345512.900662252,5,1,1738.8079470198675,,0,0,0,533234.4370860927,0.0,3628312.582781457,20286.09271523179,2019,SCF,1,0,0.0,5,
5365,53651,5494.895485350679,1,22,1,7,1,1,1,2,0,40128.414884245016,2,3709.456953642384,1,2,0.0,556.4185430463576,1,1,0,927.364238410596,0.0,927.364238410596,0.0,2019,SCF,0,1,1.0,2,0.1663913846539148
5366,53661,7385.715533597233,2,81,6,5,1,1,0,2,0,28325.939918290598,1,28551.226490066227,2,1,0.0,463.682119205298,0,0,0,2318.41059602649,0.0,2318.41059602649,428.90596026490067,2019,SCF,1,0,0.0,2,0.1964342735497605
5367,53671,4631.072635223141,1,42,2,4,1,3,1,1,3,35407.424897863246,2,6375.6291390728475,1,2,0.0,1506.9668874172185,0,0,0,1159.205298013245,0.0,2666.1721854304637,0.0,2019,SCF,0,1,0.0,2,0.5107291112293773
5368,53681,5222.989958612242,2,20,1,11,3,1,1,2,0,35407.424897863246,2,6259.7086092715235,1,2,0.0,1066.4688741721855,0,0,0,0.0,0.0,0.0,0.0,2019,SCF,0,1,0.0,4,0.36143906333155934
5369,53691,811.2228095573131,1,42,2,12,4,5,1,1,2,188839.59945527068,5,141388.27019867548,3,1,409199.4701986755,,0,0,0,13330.860927152318,8114.437086092716,46947.81456953642,497913.45165562915,2019,SCF,1,0,0.0,5,
5370,53701,5699.556285712524,1,74,5,9,3,1,0,1,1,89698.80974125356,4,294682.73801324505,3,1,273572.4503311258,,0,0,0,3141.446357615894,22605.66251655629,25747.108874172187,314144.6357615894,2019,SCF,1,0,0.0,4,
5371,53711,495.44474005066775,1,68,5,14,4,1,1,1,0,676281.815549188,6,7070688.63576159,5,1,317622.25165562914,,0,0,0,9273.64238410596,0.0,6198386.649006623,326316.2913907285,2019,SCF,1,0,0.0,5,
5372,53721,377.43350082856057,1,72,5,13,4,1,1,1,0,3751770.74217759,6,51188767.15231788,5,1,0.0,,0,0,0,2898.0132450331125,0.0,44490878.94039735,1177752.5827814569,2019,SCF,1,0,0.0,5,
5373,53731,3687.1018184777613,2,47,3,8,2,2,1,2,1,30686.434911481483,2,18199.523178807947,2,2,0.0,637.5629139072847,0,1,0,0.0,0.0,347.7615894039735,0.0,2019,SCF,0,1,1.0,3,0.24932042412084987
5374,53741,8509.766684639559,1,22,1,8,2,1,1,2,0,17703.712448931623,1,-208.6569536423841,1,2,0.0,173.88079470198676,0,1,0,23.1841059602649,0.0,23.1841059602649,231.841059602649,2019,SCF,0,1,1.0,3,0.11786056412985631
5375,53751,186.20784601883275,1,47,3,12,4,1,1,2,1,195921.0844348433,5,1147613.2450331126,4,1,405721.8543046358,,0,0,0,34776.15894039735,0.0,904180.1324503311,405721.8543046358,2019,SCF,1,0,0.0,5,
5376,53761,5882.128492932574,1,65,5,9,3,1,1,1,0,140449.45209485755,4,303398.8026490066,3,1,81144.37086092716,,0,0,0,904.1801324503311,637.5629139072847,64138.82913907285,112442.91390728476,2019,SCF,1,0,0.0,4,
5377,53771,6732.395713475616,1,42,2,8,2,2,1,1,2,224247.0243531339,6,20749.774834437085,2,1,217930.59602649006,,0,0,0,9389.562913907284,0.0,9389.562913907284,232072.90066225166,2019,SCF,1,0,0.0,3,
5378,53781,6735.668029851671,2,70,5,12,4,1,0,2,0,103861.77970039885,4,303711.7880794702,3,1,103169.2715231788,,0,0,0,8114.437086092716,5796.026490066225,63756.291390728475,120557.35099337748,2019,SCF,1,0,0.0,5,
5379,53791,8423.126696168865,1,59,4,5,1,3,0,1,0,23604.949931908835,1,232942.3046357616,3,1,0.0,,0,0,0,289.80132450331126,8694.039735099337,9099.761589403974,2202.4900662251657,2019,SCF,1,0,0.0,2,
5380,53801,6328.61365054881,1,59,4,10,3,1,1,1,1,154612.42205400285,5,211554.96688741722,3,1,144900.66225165562,,0,0,0,579.6026490066225,0.0,152435.49668874172,159390.72847682118,2019,SCF,1,0,0.0,4,
5381,53811,5404.801315473916,1,71,5,12,4,1,0,1,0,70814.84979572649,3,676975.8940397351,4,1,0.0,,0,0,0,13910.46357615894,0.0,410010.9139072848,0.0,2019,SCF,1,0,0.0,5,
5382,53821,610.9258872072276,1,37,2,12,4,2,1,1,1,100321.03721061251,4,88679.20529801324,2,2,0.0,1391.046357615894,0,0,0,47527.41721854304,0.0,47527.41721854304,1738.8079470198675,2019,SCF,0,1,0.0,5,0.16639138465391481
5383,53831,65.36017458815692,1,59,4,13,4,1,1,1,0,26496556.298567664,6,192331169.90728477,5,1,1010827.0198675497,,0,0,0,900006.9933774834,32457.748344370862,22098394.278145697,1010827.0198675497,2019,SCF,1,0,0.0,5,
5384,53841,93.82403366869005,1,53,3,11,3,1,1,1,0,118024.74965954415,4,189182.3046357616,3,1,104328.47682119206,,0,0,0,1159.205298013245,0.0,47527.41721854304,123919.0463576159,2019,SCF,1,0,0.0,4,
5385,53851,1368.856590379292,1,49,3,14,4,1,1,1,3,367056.9714411823,6,2162381.562913907,5,1,185472.8476821192,,0,0,0,15069.668874172185,0.0,832309.4039735099,216423.62913907284,2019,SCF,1,0,0.0,5,
5386,53861,563.8249119774266,1,65,5,9,3,1,0,1,0,1640544.020267664,6,15035472.317880794,5,1,347761.5894039735,,0,0,0,0.0,0.0,10562099.072847683,347761.5894039735,2019,SCF,1,0,0.0,4,
5387,53871,6730.599909801358,1,44,2,9,3,1,1,1,2,139269.2045982621,4,223471.59735099337,3,1,0.0,,0,0,0,6259.7086092715235,0.0,35239.84105960265,71430.23046357615,2019,SCF,1,0,0.0,4,
5388,53881,6948.248405491126,2,31,1,12,4,3,1,2,0,158153.16454378917,5,301161.5364238411,3,2,0.0,2086.569536423841,0,0,0,1275.1258278145694,20865.69536423841,162056.90066225166,27820.92715231788,2019,SCF,0,1,0.0,5,0.15832016077144875
5389,53891,6319.916563136612,2,32,1,13,4,1,1,2,0,57832.12733317664,3,-93617.41986754967,1,2,0.0,1275.1258278145694,0,0,0,1089.6529801324502,1275.1258278145694,4915.030463576159,104328.47682119206,2019,SCF,0,1,0.0,5,0.26458493988335086
5391,53911,4908.779066044757,1,67,5,12,4,1,0,1,0,155792.66955059828,5,639417.642384106,4,1,171562.38410596026,,0,0,0,463.682119205298,0.0,478983.62913907284,178981.29801324505,2019,SCF,1,0,0.0,5,
5392,53921,2555.6868337561423,1,75,6,12,4,1,0,1,0,244311.2317952564,6,6729302.675496689,5,1,0.0,,0,0,0,3477.615894039735,0.0,4993856.423841059,4520.900662251655,2019,SCF,1,0,0.0,5,
5393,53931,5046.975164849058,1,34,1,10,3,1,1,1,0,143990.19458464385,4,-45091.92688741722,1,2,0.0,2202.4900662251657,0,0,0,2434.3311258278145,1.159205298013245,49615.1459602649,115572.76821192053,2019,SCF,0,1,0.0,4,0.18355333757928446
5395,53951,5832.053696983801,2,94,6,8,2,1,0,2,0,257293.95425780627,6,4944010.59602649,5,2,0.0,7418.913907284768,0,0,0,17388.079470198674,0.0,4944010.59602649,0.0,2019,SCF,0,1,0.0,3,0.34601266533535796
5396,53961,4338.344387873245,1,70,5,10,3,1,0,1,0,121565.49214933049,4,611017.1125827815,4,1,256184.37086092716,,0,0,0,4636.82119205298,11592.05298013245,224885.82781456952,410474.5960264901,2019,SCF,1,0,0.0,4,
5397,53971,5428.091149415302,1,35,2,12,4,1,1,1,3,115664.25466635328,4,196618.60662251656,3,1,113602.11920529802,,0,0,0,3825.3774834437086,1756.1960264900663,55079.639735099336,205179.33774834438,2019,SCF,1,0,0.0,5,
5398,53981,6682.569797236492,1,67,5,8,2,3,1,1,0,21244.454938717947,1,334430.7284768212,3,1,133308.60927152316,,0,0,1,231.841059602649,0.0,231.841059602649,133656.37086092716,2019,SCF,1,0,0.0,3,
5399,53991,5352.619636175753,1,35,2,6,1,2,1,2,0,9323.955223103989,1,112628.3867549669,2,1,0.0,,0,0,1,69.5523178807947,0.0,4706.373509933775,5911.94701986755,2019,SCF,1,0,0.0,2,
5400,54001,4713.94233582583,1,35,2,10,3,1,1,1,2,153432.17455740742,5,112095.1523178808,2,1,428905.96026490064,,0,0,0,1622.887417218543,1506.9668874172185,47179.65562913907,448612.4503311258,2019,SCF,1,0,0.0,4,
5401,54011,7736.847211230643,1,64,4,8,2,1,1,1,0,31866.682408076922,2,35320.985430463574,2,1,46368.2119205298,,0,0,0,579.6026490066225,0.0,579.6026490066225,48373.63708609271,2019,SCF,1,0,0.0,3,
5402,54021,393.66754971857983,1,62,4,12,4,1,1,1,0,1841186.0946888886,6,65225004.50331126,5,1,0.0,,0,0,0,322259.0728476821,0.0,38854243.178807944,2666172.1854304634,2019,SCF,1,0,0.0,5,
5403,54031,10374.812213151985,1,86,6,8,2,2,0,2,0,36587.672394458685,2,144251.50728476822,3,1,0.0,,0,0,0,1159.205298013245,0.0,1159.205298013245,649.1549668874172,2019,SCF,1,0,0.0,3,
5404,54041,6700.692547888306,1,34,1,13,4,1,1,1,1,177037.12448931625,5,1004984.625165563,4,1,299074.9668874172,,0,0,0,9227.27417218543,17388.079470198674,147172.7046357616,299074.9668874172,2019,SCF,1,0,0.0,5,
5405,54051,4661.831374227082,1,40,2,8,2,1,1,1,2,49570.39485700855,2,34.77615894039735,1,2,0.0,938.9562913907284,0,0,0,23.1841059602649,11.59205298013245,266.61721854304636,231.841059602649,2019,SCF,0,1,0.0,3,0.2273025165361514
5406,54061,245.24610529697333,1,58,4,14,4,1,0,2,0,140449.45209485755,4,2424941.562913907,5,1,0.0,,0,0,0,5796.026490066225,0.0,2072659.072847682,927.364238410596,2019,SCF,1,0,0.0,5,
5407,54071,5279.3269628581575,1,59,4,8,2,2,1,1,0,188839.59945527068,5,359805.73245033115,3,1,3593.53642384106,,0,0,0,3477.615894039735,5448.264900662251,273224.68874172185,4532.492715231788,2019,SCF,1,0,0.0,3,
5408,54081,4100.302719499995,1,35,2,8,2,1,1,1,4,53111.137346794865,3,243.43311258278146,1,2,0.0,1738.8079470198675,0,0,0,231.841059602649,0.0,591.1947019867549,347.7615894039735,2019,SCF,0,1,0.0,3,0.392868547099521
5409,54091,1653.1255061369757,1,73,5,14,4,1,1,1,0,342271.77401267807,6,7074398.092715232,5,1,596990.7284768212,,0,0,0,28980.132450331126,0.0,5129483.443708609,770871.5231788079,2019,SCF,1,0,0.0,5,
5410,54101,5202.689353726789,1,45,3,9,3,1,1,1,0,28325.939918290598,1,941413.8066225166,4,1,0.0,,0,0,0,10780.609271523179,0.0,10884.937748344371,44826.468874172184,2019,SCF,1,0,0.0,4,
5411,54111,5683.018949992396,1,69,5,12,4,5,0,1,0,66093.85980934474,3,37291.63443708609,2,2,0.0,834.6278145695364,0,0,0,5448.264900662251,1506.9668874172185,23184.1059602649,6990.007947019868,2019,SCF,0,1,0.0,5,0.15153501102410094
5412,54121,6496.244107174358,1,28,1,13,4,2,1,2,0,37767.91989105413,2,-14072.752317880795,1,2,0.0,799.851655629139,0,0,0,2782.092715231788,0.0,4173.139072847682,33315.56026490066,2019,SCF,0,1,0.0,5,0.25413684140500264
5413,54131,6921.774846551493,2,46,3,8,2,1,0,2,2,25965.444925099713,1,32492.52450331126,2,1,126353.3774834437,,0,0,0,173.88079470198676,1738.8079470198675,1912.6887417218543,127072.08476821192,2019,SCF,1,0,0.0,3,
5414,54141,3175.938941026558,1,71,5,13,4,1,1,1,0,342271.77401267807,6,2530429.2450331124,5,1,162288.7417218543,,0,0,0,759163.5496688741,0.0,2081816.7947019867,278209.2715231788,2019,SCF,1,0,0.0,5,
5415,54151,292.48173851846127,1,72,5,12,4,1,1,1,0,0.0,1,7087149.350993377,5,1,461363.7086092715,,1,1,0,6259.7086092715235,98532.45033112583,886096.5298013245,464377.64238410594,2019,SCF,1,0,1.0,5,
5416,54161,7286.484163866808,1,44,2,10,3,3,1,1,0,33046.92990467237,2,69552.3178807947,2,1,266617.2185430463,,0,0,0,1159.205298013245,0.0,1159.205298013245,369554.6490066225,2019,SCF,1,0,0.0,4,
5417,54171,7471.203329447524,1,27,1,11,3,1,1,1,2,148711.18457102563,5,77203.07284768212,2,2,0.0,1159.205298013245,0,0,0,13910.46357615894,0.0,13910.46357615894,114065.8013245033,2019,SCF,0,1,0.0,4,0.09354013026179073
5418,54181,2214.6199475658505,1,52,3,12,4,1,1,1,1,1888395.9945527064,6,10086245.298013246,5,1,382537.74834437086,,0,0,0,28980.132450331126,695523.178807947,2185101.986754967,623652.4503311259,2019,SCF,1,0,0.0,5,
5419,54191,661.3843493521507,1,35,2,7,1,2,1,1,1,34227.1774012678,2,1622.887417218543,1,2,0.0,776.6675496688741,0,0,0,0.0,1622.887417218543,1622.887417218543,0.0,2019,SCF,0,1,0.0,2,0.272298544713806
5420,54201,173.9380134944797,1,61,4,11,3,1,1,2,0,108582.76968678062,4,288468.23841059604,3,1,226045.03311258278,,1,1,0,12055.735099337748,0.0,210105.96026490067,255025.1655629139,2019,SCF,1,0,1.0,4,
5421,54211,7892.509870314992,1,34,1,9,3,1,1,1,0,116844.50216294873,4,89664.5298013245,2,1,199383.31125827815,,0,0,1,22024.900662251657,4868.662251655629,30545.059602649006,277050.06622516556,2019,SCF,1,0,0.0,4,
5422,54221,314.41558971033083,1,46,3,12,4,3,1,1,2,190019.8469518661,5,505413.5099337748,4,1,115920.5298013245,,0,0,0,0.0,28980.132450331126,158811.12582781457,130990.1986754967,2019,SCF,1,0,0.0,5,
5423,54231,4952.198435957397,2,59,4,8,2,1,1,2,0,169955.63950974357,5,1535019.6556291392,5,1,98532.45033112583,,0,0,0,2434.3311258278145,0.0,1329028.8741721853,109313.05960264901,2019,SCF,1,0,0.0,3,
5424,54241,3920.5370216877286,2,37,2,14,4,1,1,2,4,22424.70243531339,1,34115.411920529805,2,2,0.0,695.523178807947,0,1,0,1657.6635761589405,0.0,1657.6635761589405,23184.1059602649,2019,SCF,0,1,1.0,5,0.37219125514691465
5425,54251,5539.53625703927,2,52,3,9,3,2,1,2,1,63733.364816153844,3,15208.773509933775,2,1,76507.54966887417,,1,1,0,579.6026490066225,0.0,718.7072847682119,104908.07947019867,2019,SCF,1,0,1.0,4,
5426,54261,6855.845631002616,2,30,1,8,2,2,0,2,2,20064.207442122508,1,2318.41059602649,1,2,0.0,741.8913907284768,0,1,0,0.0,0.0,2318.41059602649,0.0,2019,SCF,0,1,1.0,3,0.4437103590771061
5427,54271,4956.353005749215,1,50,3,8,2,5,1,1,1,122745.73964592593,4,362831.2582781457,3,1,86940.39735099337,,0,0,0,6955.23178807947,7534.834437086092,107342.41059602649,107110.56953642383,2019,SCF,1,0,0.0,3,
5428,54281,4156.060130179185,2,39,2,5,1,3,1,2,3,16523.464952336184,1,115.9205298013245,1,2,0.0,695.523178807947,0,0,0,0.0,0.0,115.9205298013245,0.0,2019,SCF,0,1,0.0,2,0.5051167034136698
5429,54291,4594.68660157092,2,38,2,13,4,1,1,2,0,90879.057237849,4,-82709.29801324503,1,2,0.0,1854.728476821192,1,1,1,7708.715231788079,0.0,7708.715231788079,150696.68874172185,2019,SCF,0,1,1.0,5,0.24490506832177936
5430,54301,5438.477934435928,1,62,4,8,2,2,0,1,0,37767.91989105413,2,9389.562913907284,1,2,0.0,231.841059602649,0,0,0,811.4437086092715,10896.529801324503,11707.973509933774,60278.67549668874,2019,SCF,0,1,0.0,3,0.07366285258116019
5431,54311,9553.569063299681,1,33,1,8,2,1,1,1,1,116844.50216294873,4,173764.87417218543,3,1,268935.62913907284,,0,0,0,6607.470198675496,37094.56953642384,52975.682119205296,312753.5894039735,2019,SCF,1,0,0.0,3,
5432,54321,5930.684647141774,1,40,2,14,4,1,1,1,3,267916.18172716524,6,568184.4768211921,4,1,347761.5894039735,,0,0,0,289.80132450331126,16344.794701986755,294148.34437086096,374771.0728476821,2019,SCF,1,0,0.0,5,
5433,54331,7060.787300712788,2,19,1,9,3,1,1,2,0,2832.5939918290596,1,-15730.415894039736,1,2,0.0,776.6675496688741,0,1,0,139.1046357615894,0.0,498.4582781456954,16228.874172185431,2019,SCF,0,1,1.0,4,0.8708778584434914
5434,54341,1775.9764729797091,1,60,4,13,4,1,1,1,0,1082286.95437802,6,25184894.304635763,5,1,0.0,,0,0,0,81144.37086092716,0.0,7043331.390728476,0.0,2019,SCF,1,0,0.0,5,
5435,54351,5292.248766979223,2,86,6,1,1,2,0,2,1,10976.301718337607,1,79057.8013245033,2,1,8114.437086092716,,0,0,0,0.0,0.0,231.841059602649,8114.437086092716,2019,SCF,1,0,0.0,2,
5436,54361,4202.013165190636,1,72,5,8,2,1,0,1,0,126286.48213571224,4,738356.9737748344,4,1,0.0,,0,0,0,2202.4900662251657,1.159205298013245,283948.4969536424,0.0,2019,SCF,1,0,0.0,3,
5437,54371,4972.177164597218,1,50,3,12,4,1,1,1,3,166414.89701995725,5,429137.8013245033,3,1,104328.47682119206,,0,0,0,2318.41059602649,8114.437086092716,245403.76158940396,133308.60927152316,2019,SCF,1,0,0.0,5,
5438,54381,4634.971412907625,2,64,4,7,1,1,0,2,0,7671.608727870371,1,-1959.056953642384,1,2,0.0,208.6569536423841,0,0,1,11.59205298013245,0.0,11.59205298013245,1970.6490066225165,2019,SCF,0,1,0.0,2,0.32638310066729437
5439,54391,5974.122825240685,2,23,1,12,4,1,1,2,0,15343.217455740742,1,-18083.60264900662,1,2,0.0,440.4980132450331,0,0,0,707.1152317880794,289.80132450331126,996.9165562913907,19080.519205298013,2019,SCF,0,1,0.0,5,0.34451549514881075
5440,54401,5502.478482826851,1,75,6,13,4,1,0,1,0,298130.51764000853,6,2578768.105960265,5,1,183154.43708609272,,0,0,0,183154.43708609272,7302.9933774834435,1853105.5894039734,183154.43708609272,2019,SCF,1,0,0.0,5,
5441,54411,50.53368142253641,1,84,6,8,2,3,1,1,2,1156642.546663533,6,39920712.05298013,5,1,0.0,,0,0,0,0.0,0.0,18442956.29139073,0.0,2019,SCF,1,0,0.0,3,
5442,54421,5869.148010687442,1,59,4,9,3,2,0,1,0,15343.217455740742,1,425776.1059602649,3,1,104328.47682119206,,0,0,0,3941.298013245033,17388.079470198674,276354.54304635763,105603.60264900663,2019,SCF,1,0,0.0,4,
5443,54431,5593.716631130396,2,38,2,12,4,3,1,2,1,127466.72963230769,4,661906.2251655629,4,1,324577.4834437086,,1,1,0,13910.46357615894,17388.079470198674,476433.3774834437,325736.68874172185,2019,SCF,1,0,1.0,5,
5444,54441,4638.419819625794,2,76,6,11,3,1,0,2,0,23604.949931908835,1,4671.597350993377,1,2,0.0,579.6026490066225,0,0,0,69.5523178807947,81.14437086092715,150.69668874172186,4636.82119205298,2019,SCF,0,1,0.0,4,0.2946514103246407
5445,54451,2981.3326067255434,1,60,4,13,4,1,0,1,0,1321877.1961868946,6,6693251.390728476,5,1,0.0,,0,0,0,28980.132450331126,0.0,4977627.549668875,0.0,2019,SCF,1,0,0.0,5,
5446,54461,344.2833938628008,1,85,6,12,4,1,0,2,0,2844396.466795014,6,5140032.21192053,5,1,0.0,,0,0,0,2550367.5761589403,1391046.357615894,4289175.523178808,0.0,2019,SCF,1,0,0.0,5,
5447,54471,4999.773833470476,1,47,3,9,3,1,1,1,1,290340.8841624786,6,348109.3509933775,3,1,121716.55629139073,,0,0,0,33616.953642384105,0.0,265458.0132450331,184313.64238410597,2019,SCF,1,0,0.0,4,
5448,54481,5380.888481981363,1,45,3,8,2,1,1,1,3,80256.82976849003,3,18548.443973509933,2,1,168084.76821192054,,1,1,1,1.159205298013245,0.0,1.159205298013245,216771.39072847684,2019,SCF,1,0,1.0,3,
5449,54491,7253.640357155096,1,49,3,10,3,1,1,2,0,23604.949931908835,1,9621.403973509934,1,2,0.0,1622.887417218543,0,0,0,2898.0132450331125,0.0,2898.0132450331125,0.0,2019,SCF,0,1,0.0,4,0.825023948908994
5450,54501,38.33252568031214,1,65,5,12,4,1,0,1,0,4107261.2881521364,6,79524717.62649007,5,1,0.0,,0,0,0,209572.72582781457,0.0,77446262.52715231,6827719.205298013,2019,SCF,1,0,0.0,5,
5451,54511,6418.097339936886,1,29,1,13,4,1,1,1,0,210084.0543939886,5,458175.8940397351,3,1,326895.8940397351,,0,0,0,4173.139072847682,0.0,186747.97350993377,327417.5364238411,2019,SCF,1,0,0.0,5,
5452,54521,6486.388324763338,2,22,1,9,3,2,1,2,0,29506.187414886037,1,3894.9298013245034,1,2,0.0,1008.5086092715231,0,0,0,4636.82119205298,0.0,4636.82119205298,741.8913907284768,2019,SCF,0,1,0.0,4,0.41015476317189997
